Id,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age_Bin,Tenure_Bin,Predicted_Probability,Persona_Flag,Segment,rank,Percentile,Campaign_Target_Flag
4611,Graduation,Married,105471.0,0,0,36,1009.0,123.0,104.0,168.04999999999973,21.0,165.04999999999973,0.0,9.0,8.0,13,3.0,1,0,45-54,19-24,0.6516951187703054,True,Medium,447.0,0.19955357142857144,True
7214,Graduation,Married,62187.0,0,0,49,792.0,0.0,275.0,45.0,45.0,126.0,1.0,4.0,8.0,5,3.0,0,0,55-64,19-24,0.4078202996228439,False,Low,939.0,0.4191964285714286,False
6583,Unknown,Married,72635.0,0,0,54,390.0,22.0,323.0,104.0,35.0,107.0,1.0,6.0,8.0,6,3.0,0,0,55-64,19-24,0.2131291939530178,False,Low,1511.0,0.6745535714285714,False
3433,Unknown,Married,72635.0,0,0,54,390.0,22.0,323.0,104.0,35.0,107.0,1.0,6.0,8.0,6,3.0,0,0,55-64,19-24,0.2131291939530178,False,Low,1512.0,0.675,False
6049,Master,Married,73450.0,0,0,85,1142.0,51.0,415.0,90.0,69.0,37.0,1.0,7.0,8.0,11,3.0,0,0,25-34,19-24,0.5916589961567081,True,Medium,546.0,0.24375,True
7396,Graduation,Married,80398.0,0,0,92,342.0,51.0,687.0999999999995,168.04999999999973,35.0,26.0,1.0,5.0,8.0,12,3.0,0,0,45-54,25-36,0.4569795749380276,False,Low,817.0,0.36473214285714284,True
4114,Master,Married,79143.0,0,0,2,650.0,37.0,687.0999999999995,27.0,126.0,32.0,1.0,6.0,9.0,13,3.0,0,0,45-54,25-36,0.9490343017704587,True,High,21.0,0.009375,True
10673,PhD,Married,68397.0,0,1,6,760.0,80.0,466.0,17.0,13.0,80.0,1.0,6.0,9.0,5,3.0,0,0,35-44,13-18,0.8412523974333457,True,High,161.0,0.071875,True
1650,Master,Married,81843.0,0,0,13,779.0,123.0,537.0,34.0,69.0,165.04999999999973,1.0,5.0,9.0,12,3.0,0,0,55-64,19-24,0.8054969618071675,True,High,209.0,0.09330357142857143,True
4216,Graduation,Single,91065.0,0,0,33,822.0,123.0,108.0,168.04999999999973,126.0,114.0,1.0,7.0,9.0,9,3.0,1,0,25-34,19-24,0.8934445235727573,True,High,89.0,0.039732142857142855,True
4637,PhD,Single,74637.0,0,0,73,960.0,64.0,464.0,168.04999999999973,0.0,16.0,1.0,6.0,9.0,9,3.0,0,0,55-64,19-24,0.7216573765105337,True,Medium,336.0,0.15,True
697,Graduation,Married,74918.0,0,0,78,972.0,59.0,687.0999999999995,25.0,19.0,59.0,1.0,5.0,9.0,6,3.0,0,0,45-54,7-12,0.24263260908662393,False,Low,1427.0,0.6370535714285714,False
5278,Graduation,Married,82224.0,0,0,83,307.0,26.0,360.0,168.04999999999973,31.0,40.0,1.0,6.0,9.0,5,3.0,0,0,45-54,7-12,0.08574030436808085,False,Low,1960.0,0.875,False
9286,Master,Married,83151.0,0,0,93,407.0,28.0,100.0,120.0,74.0,18.0,1.0,5.0,9.0,4,3.0,0,0,55-64,25-36,0.29257873180603655,False,Low,1275.0,0.5691964285714286,False
2426,PhD,Divorced,78825.0,0,0,35,483.0,74.0,114.0,168.04999999999973,37.0,18.0,1.0,5.0,10.0,13,3.0,1,0,45-54,25-36,0.9096736910179013,True,High,65.0,0.029017857142857144,True
1215,Graduation,Married,70440.0,0,0,49,690.0,123.0,499.0,76.0,126.0,88.0,1.0,5.0,10.0,7,3.0,0,0,35-44,13-18,0.554425009639498,True,Medium,606.0,0.27053571428571427,True
7187,Master,Married,51381.5,1,1,52,375.0,42.0,48.0,94.0,66.0,96.0,6.0,4.0,10.0,4,3.0,0,0,45-54,19-24,0.316617113802482,False,Low,1201.0,0.5361607142857143,False
10584,Graduation,Married,65665.0,0,1,77,225.0,123.0,387.0,106.0,36.0,29.0,1.0,5.0,10.0,8,3.0,0,0,35-44,19-24,0.21243995895009277,False,Low,1514.0,0.6758928571428572,False
6274,Master,Married,83790.0,0,0,81,1076.0,16.0,417.0,42.0,48.0,16.0,1.0,8.0,10.0,6,3.0,0,0,65+,13-18,0.40474099260712215,False,Low,953.0,0.42544642857142856,False
8867,PhD,Married,67546.0,0,0,90,864.0,123.0,687.0999999999995,168.04999999999973,38.0,165.04999999999973,1.0,4.0,10.0,5,3.0,0,0,25-34,25-36,0.8722977977497156,True,High,120.0,0.05357142857142857,True
2747,PhD,Married,67546.0,0,0,90,864.0,123.0,687.0999999999995,168.04999999999973,38.0,165.04999999999973,1.0,4.0,10.0,5,3.0,0,0,25-34,25-36,0.8722977977497156,True,High,121.0,0.054017857142857145,True
5718,Graduation,Married,80763.0,0,0,17,674.0,123.0,108.0,168.04999999999973,42.0,165.04999999999973,1.0,5.0,9.0,6,3.0,1,0,65+,13-18,0.6762461412562029,True,Medium,406.0,0.18125,True
10102,Graduation,Widow,79946.0,0,0,19,395.0,123.0,687.0999999999995,168.04999999999973,126.0,28.0,1.0,5.0,9.0,5,3.0,0,0,45-54,0-6,0.7929157253672381,True,High,230.0,0.10267857142857142,True
9058,Graduation,Widow,79800.0,0,0,65,1060.0,21.0,530.0,32.0,0.0,165.04999999999973,1.0,5.0,9.0,5,3.0,1,0,55-64,25-36,0.8737060013796827,True,High,119.0,0.053125,True
10175,PhD,Divorced,32173.0,0,1,0,18.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,3,4.0,0,0,55-64,19-24,0.6847292785373551,True,Medium,391.0,0.17455357142857142,True
10141,Master,Divorced,39228.0,0,0,1,7.0,1.0,6.0,0.0,3.0,3.0,1.0,0.0,0.0,3,4.0,0,0,55-64,13-18,0.5883592799822227,True,Medium,553.0,0.246875,True
10914,Graduation,Single,24163.0,1,1,3,4.0,1.0,7.0,2.0,1.0,2.0,2.0,1.0,0.0,3,4.0,0,0,45-54,7-12,0.39929930386030527,False,Low,963.0,0.4299107142857143,False
6424,Graduation,Married,33178.0,1,0,9,12.0,6.0,2.0,11.0,2.0,16.0,1.0,1.0,0.0,3,4.0,0,0,35-44,7-12,0.21102054296774136,False,Low,1518.0,0.6776785714285715,False
1307,Graduation,Divorced,41986.0,0,1,15,27.0,5.0,8.0,8.0,3.0,12.0,3.0,3.0,0.0,4,4.0,0,0,35-44,0-6,0.39279676647023043,False,Low,978.0,0.43660714285714286,False
8207,Unknown,Married,53233.0,0,1,18,28.0,0.0,9.0,3.0,0.0,0.0,1.0,1.0,0.0,3,4.0,0,0,55-64,7-12,0.08397840483502239,False,Low,1966.0,0.8776785714285714,False
2811,PhD,Single,48918.0,1,1,21,52.0,0.0,9.0,0.0,0.0,1.0,2.0,1.0,0.0,4,4.0,0,0,45-54,0-6,0.46812054062107317,False,Low,789.0,0.3522321428571429,True
9150,PhD,Single,48918.0,1,1,21,52.0,0.0,9.0,0.0,0.0,1.0,2.0,1.0,0.0,4,4.0,0,0,45-54,0-6,0.46812054062107317,False,Low,790.0,0.35267857142857145,True
11004,Unknown,Single,60182.0,0,1,23,8.0,0.0,5.0,7.0,0.0,2.0,1.0,1.0,0.0,2,4.0,0,0,65+,7-12,0.23606654854078735,False,Low,1448.0,0.6464285714285715,False
4338,Graduation,Single,39062.0,1,0,28,23.0,0.0,9.0,0.0,0.0,12.0,1.0,1.0,0.0,3,4.0,0,0,25-34,7-12,0.39896494254593046,False,Low,964.0,0.4303571428571429,False
626,Graduation,Married,32871.0,1,1,28,22.0,2.0,12.0,0.0,2.0,5.0,1.0,1.0,0.0,3,4.0,0,0,55-64,13-18,0.16365968156087773,False,Low,1683.0,0.7513392857142858,False
153,Graduation,Divorced,23272.0,0,0,29,19.0,3.0,6.0,4.0,2.0,12.0,1.0,1.0,0.0,3,4.0,0,0,55-64,13-18,0.34042428540429726,False,Low,1135.0,0.5066964285714286,False
8650,Graduation,Widow,54162.0,1,1,31,5.0,6.0,10.0,6.0,5.0,10.0,1.0,1.0,0.0,3,4.0,0,0,35-44,19-24,0.4617307129042048,False,Low,801.0,0.3575892857142857,True
1448,Master,Married,33562.0,1,2,33,21.0,12.0,12.0,0.0,3.0,3.0,3.0,2.0,0.0,4,4.0,0,0,45-54,0-6,0.14057045568944287,False,Low,1753.0,0.7825892857142858,False
10350,PhD,Married,54432.0,2,1,37,33.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,3,4.0,0,0,65+,13-18,0.2644564778997333,False,Low,1366.0,0.6098214285714286,False
7901,Master,Married,34109.0,0,1,39,9.0,1.0,5.0,2.0,1.0,4.0,1.0,0.0,0.0,3,4.0,0,0,35-44,13-18,0.22377251593673067,False,Low,1476.0,0.6589285714285714,False
1055,Master,Married,53204.0,1,1,40,29.0,0.0,8.0,2.0,0.0,6.0,1.0,1.0,0.0,3,4.0,0,0,35-44,7-12,0.11886596478884802,False,Low,1815.0,0.8102678571428571,False
10839,Graduation,Married,36283.0,1,1,42,6.0,5.0,5.0,8.0,0.0,5.0,2.0,1.0,0.0,3,4.0,0,0,35-44,7-12,0.08759694546584718,False,Low,1956.0,0.8732142857142857,False
10613,PhD,Married,37334.0,1,1,44,26.0,1.0,16.0,2.0,2.0,15.0,4.0,3.0,0.0,4,4.0,0,0,55-64,7-12,0.09978023775276863,False,Low,1907.0,0.8513392857142857,False
2478,Graduation,Married,25410.0,1,0,48,2.0,2.0,4.0,13.0,13.0,4.0,1.0,1.0,0.0,4,4.0,0,0,35-44,13-18,0.1491508254018153,False,Low,1731.0,0.7727678571428571,False
9283,Graduation,Single,60199.0,1,2,49,8.0,1.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,3,4.0,0,0,35-44,7-12,0.1615130611097601,False,Low,1688.0,0.7535714285714286,False
8080,Graduation,Single,26816.0,0,0,50,5.0,1.0,6.0,3.0,4.0,3.0,1.0,0.0,0.0,3,4.0,0,0,25-34,25-36,0.7319998849864345,True,Medium,322.0,0.14375,True
8977,Basic,Single,16581.0,0,0,51,1.0,3.0,4.0,2.0,3.0,11.0,1.0,0.0,0.0,3,4.0,0,0,25-34,7-12,0.035887616655749494,False,Low,2171.0,0.9691964285714286,False
5247,PhD,Married,38725.0,1,1,52,31.0,0.0,6.0,2.0,1.0,5.0,2.0,1.0,0.0,4,4.0,0,0,55-64,0-6,0.09471356225103265,False,Low,1923.0,0.8584821428571429,False
3308,Graduation,Married,35704.0,1,1,54,30.0,9.0,12.0,2.0,11.0,30.0,3.0,2.0,0.0,4,4.0,0,0,55-64,7-12,0.048131930985344934,False,Low,2117.0,0.9450892857142857,False
800,Graduation,Married,44512.0,1,1,57,23.0,1.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,3,4.0,0,0,55-64,13-18,0.07879746506819575,False,Low,1981.0,0.884375,False
4548,Graduation,Single,41967.0,1,1,66,23.0,4.0,10.0,0.0,2.0,15.0,1.0,1.0,0.0,3,4.0,0,0,25-34,13-18,0.2989732380548074,False,Low,1258.0,0.5616071428571429,False
11091,Graduation,Married,34587.0,1,1,68,7.0,2.0,9.0,2.0,0.0,2.0,2.0,1.0,0.0,3,4.0,0,0,55-64,7-12,0.030306671093830048,False,Low,2190.0,0.9776785714285714,False
1921,PhD,Married,59062.0,2,1,74,46.0,1.0,12.0,3.0,0.0,9.0,2.0,2.0,0.0,3,4.0,0,0,45-54,19-24,0.12160349891053489,False,Low,1804.0,0.8053571428571429,False
7574,PhD,Married,27922.0,1,0,80,11.0,0.0,13.0,2.0,4.0,11.0,1.0,2.0,0.0,3,4.0,0,0,35-44,0-6,0.06973435717846502,False,Low,2026.0,0.9044642857142857,False
10466,Graduation,Married,44393.0,1,1,86,24.0,2.0,20.0,2.0,2.0,10.0,2.0,1.0,0.0,4,4.0,0,0,45-54,13-18,0.04834035322072838,False,Low,2116.0,0.9446428571428571,False
4754,Master,Married,33585.0,0,1,91,30.0,11.0,33.0,13.0,6.0,29.0,1.0,2.0,0.0,4,4.0,0,0,45-54,13-18,0.06260102573614261,False,Low,2057.0,0.9183035714285714,False
6515,Graduation,Married,39771.0,1,0,92,6.0,2.0,18.0,2.0,8.0,14.0,1.0,2.0,0.0,3,4.0,0,0,35-44,13-18,0.049183638114145965,False,Low,2110.0,0.9419642857142857,False
322,Graduation,Married,42554.0,1,1,93,29.0,1.0,11.0,0.0,0.0,0.0,2.0,2.0,0.0,3,4.0,0,0,35-44,7-12,0.02274675869134735,False,Low,2209.0,0.9861607142857143,False
9523,Graduation,Married,40479.0,1,0,95,5.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,3,4.0,0,0,25-34,13-18,0.0678430139792383,False,Low,2036.0,0.9089285714285714,False
6382,Graduation,Married,48794.0,1,1,97,25.0,0.0,11.0,3.0,0.0,15.0,1.0,1.0,0.0,3,4.0,0,0,55-64,0-6,0.017075659474257814,False,Low,2225.0,0.9933035714285714,False
5642,Master,Married,62499.0,1,0,0,140.0,4.0,61.0,0.0,13.0,4.0,2.0,3.0,1.0,6,4.0,0,0,35-44,13-18,0.5239265862980219,False,Low,669.0,0.2986607142857143,True
837,Graduation,Married,54809.0,1,1,0,63.0,6.0,57.0,13.0,13.0,22.0,4.0,2.0,1.0,5,4.0,0,0,35-44,13-18,0.42529856456395093,False,Low,891.0,0.3977678571428571,True
10521,Graduation,Married,54809.0,1,1,0,63.0,6.0,57.0,13.0,13.0,22.0,4.0,2.0,1.0,5,4.0,1,0,35-44,13-18,0.42529856456395093,False,Low,892.0,0.3982142857142857,True
10470,Master,Married,40662.0,1,0,0,40.0,2.0,23.0,0.0,4.0,23.0,2.0,2.0,1.0,3,4.0,0,0,35-44,19-24,0.5298114768819514,False,Low,656.0,0.29285714285714287,True
4470,Master,Married,58646.0,0,1,3,62.0,1.0,44.0,6.0,5.0,22.0,1.0,2.0,1.0,4,4.0,0,0,45-54,13-18,0.44671405889823107,False,Low,840.0,0.375,True
6183,Master,Married,58646.0,0,1,3,62.0,1.0,44.0,6.0,5.0,22.0,1.0,2.0,1.0,4,4.0,0,0,45-54,13-18,0.44671405889823107,False,Low,841.0,0.37544642857142857,True
3376,Master,Divorced,55282.0,1,0,9,125.0,6.0,73.0,8.0,4.0,19.0,1.0,3.0,1.0,6,4.0,0,0,45-54,7-12,0.4737632527063541,False,Low,775.0,0.34598214285714285,True
8036,Unknown,Married,26850.0,1,1,10,31.0,1.0,13.0,7.0,2.0,9.0,4.0,2.0,1.0,4,4.0,0,0,35-44,7-12,0.13864228115091784,False,Low,1757.0,0.784375,False
2677,Graduation,Married,46097.0,0,1,11,72.0,24.0,68.0,65.0,4.0,8.0,5.0,3.0,1.0,6,4.0,0,0,55-64,19-24,0.34180268247380985,False,Low,1132.0,0.5053571428571428,False
3050,Graduation,Married,54198.0,1,1,13,185.0,0.0,28.0,3.0,2.0,17.0,6.0,3.0,1.0,6,4.0,0,0,45-54,7-12,0.19745532366995086,False,Low,1557.0,0.6950892857142857,False
10609,PhD,Married,42769.0,0,1,15,71.0,0.0,13.0,3.0,1.0,0.0,2.0,1.0,1.0,4,4.0,0,0,45-54,7-12,0.2647577752597587,False,Low,1365.0,0.609375,False
4712,Unknown,Married,20193.0,0,0,18,8.0,8.0,22.0,24.0,11.0,9.0,1.0,1.0,1.0,4,4.0,0,0,18-24,25-36,0.5261870859994262,False,Low,668.0,0.2982142857142857,True
10951,Graduation,Married,45688.0,0,1,20,279.0,0.0,18.0,0.0,0.0,9.0,2.0,3.0,1.0,8,4.0,0,0,45-54,7-12,0.19182640658570665,False,Low,1576.0,0.7035714285714286,False
9485,PhD,Married,45921.0,0,0,23,102.0,9.0,49.0,24.0,3.0,12.0,1.0,2.0,1.0,6,4.0,0,0,25-34,0-6,0.4365719393849931,False,Low,860.0,0.38392857142857145,True
5232,Graduation,Married,69139.0,0,1,23,86.0,12.0,75.0,33.0,15.0,6.0,1.0,4.0,1.0,5,4.0,0,0,45-54,7-12,0.16533008471147656,False,Low,1669.0,0.7450892857142857,False
3011,Graduation,Married,69139.0,0,1,23,86.0,12.0,75.0,33.0,15.0,6.0,1.0,4.0,1.0,5,4.0,0,0,45-54,7-12,0.16533008471147656,False,Low,1670.0,0.7455357142857143,False
7505,PhD,Married,44155.0,1,1,24,22.0,1.0,9.0,0.0,0.0,14.0,1.0,1.0,1.0,2,4.0,0,0,55-64,7-12,0.16005611971032355,False,Low,1694.0,0.75625,False
6168,Graduation,Divorced,45146.0,1,1,28,33.0,0.0,5.0,0.0,0.0,15.0,2.0,1.0,1.0,2,4.0,0,0,45-54,13-18,0.3743789937112856,False,Low,1028.0,0.4589285714285714,False
5289,Unknown,Single,41658.0,1,1,30,8.0,4.0,12.0,15.0,4.0,29.0,2.0,1.0,1.0,2,4.0,0,0,35-44,25-36,0.6429832405849237,True,Medium,462.0,0.20625,True
9097,Graduation,Divorced,46086.0,0,1,34,244.0,8.0,32.0,7.0,2.0,50.0,4.0,3.0,1.0,8,4.0,0,0,55-64,19-24,0.41842685827605053,False,Low,917.0,0.409375,False
6103,Graduation,Married,42192.0,0,0,40,40.0,15.0,15.0,17.0,6.0,7.0,1.0,2.0,1.0,3,4.0,0,0,65+,13-18,0.2053087803316673,False,Low,1538.0,0.6866071428571429,False
663,PhD,Single,33996.0,0,0,46,40.0,2.0,15.0,8.0,0.0,6.0,1.0,1.0,1.0,3,4.0,0,0,25-34,13-18,0.6036512732016232,True,Medium,524.0,0.23392857142857143,True
8299,PhD,Single,33996.0,0,0,46,40.0,2.0,15.0,8.0,0.0,6.0,1.0,1.0,1.0,3,4.0,0,0,25-34,13-18,0.6036512732016232,True,Medium,525.0,0.234375,True
7485,PhD,Widow,56551.0,1,1,48,67.0,4.0,32.0,17.0,2.0,16.0,3.0,2.0,1.0,4,4.0,0,0,65+,0-6,0.34592362363535184,False,Low,1123.0,0.5013392857142858,False
7530,PhD,Widow,56551.0,1,1,48,67.0,4.0,32.0,17.0,2.0,16.0,3.0,2.0,1.0,4,4.0,0,0,65+,0-6,0.34592362363535184,False,Low,1124.0,0.5017857142857143,False
7019,Graduation,Married,54414.0,1,1,49,109.0,18.0,16.0,24.0,26.0,18.0,4.0,3.0,1.0,5,4.0,0,0,45-54,19-24,0.17168334977230948,False,Low,1653.0,0.7379464285714286,False
4268,Graduation,Married,53154.0,0,1,50,129.0,0.0,21.0,0.0,1.0,7.0,1.0,3.0,1.0,4,4.0,0,0,55-64,0-6,0.07361038867660041,False,Low,2015.0,0.8995535714285714,False
8140,Graduation,Married,22682.0,1,0,51,10.0,14.0,29.0,4.0,2.0,36.0,3.0,2.0,1.0,4,4.0,0,0,35-44,19-24,0.17178759830474835,False,Low,1652.0,0.7375,False
2557,Master,Single,29548.0,1,0,52,7.0,1.0,6.0,3.0,1.0,11.0,1.0,1.0,1.0,2,4.0,0,0,45-54,13-18,0.32183372195756743,False,Low,1192.0,0.5321428571428571,False
2958,Graduation,Married,28442.0,2,0,53,19.0,3.0,10.0,11.0,8.0,6.0,3.0,2.0,1.0,4,4.0,0,0,35-44,7-12,0.06799789421648009,False,Low,2035.0,0.9084821428571429,False
2166,Unknown,Widow,46779.0,1,1,55,12.0,1.0,3.0,0.0,0.0,7.0,1.0,0.0,1.0,2,4.0,0,0,55-64,7-12,0.07406286494357081,False,Low,2010.0,0.8973214285714286,False
4961,Master,Married,21255.0,1,0,56,29.0,0.0,25.0,2.0,2.0,3.0,4.0,2.0,1.0,4,4.0,0,0,35-44,7-12,0.08634607658066652,False,Low,1957.0,0.8736607142857142,False
4988,PhD,Married,34469.0,1,1,58,19.0,6.0,20.0,0.0,5.0,12.0,3.0,1.0,1.0,4,4.0,0,0,65+,7-12,0.10018612609982008,False,Low,1903.0,0.8495535714285715,False
8210,Master,Married,54730.0,0,1,64,318.0,3.0,17.0,4.0,7.0,56.0,5.0,4.0,1.0,8,4.0,0,0,35-44,13-18,0.18590318445176754,False,Low,1601.0,0.7147321428571428,False
8749,Graduation,Married,37235.0,1,0,68,20.0,2.0,9.0,4.0,6.0,20.0,1.0,1.0,1.0,2,4.0,0,0,25-34,7-12,0.07643221142667515,False,Low,1995.0,0.890625,False
246,Graduation,Married,66480.0,1,1,71,199.0,9.0,57.0,20.0,21.0,6.0,6.0,4.0,1.0,7,4.0,0,0,45-54,0-6,0.06016836232851747,False,Low,2066.0,0.9223214285714286,False
7495,PhD,Married,56223.0,0,1,72,77.0,28.0,31.0,16.0,0.0,4.0,2.0,2.0,1.0,5,4.0,0,0,65+,7-12,0.0832166950479299,False,Low,1969.0,0.8790178571428572,False
8789,Unknown,Married,59060.0,1,0,77,35.0,40.0,111.0,36.0,40.0,12.0,3.0,3.0,1.0,7,4.0,0,0,25-34,0-6,0.061842288437865635,False,Low,2059.0,0.9191964285714286,False
10157,Graduation,Single,59686.0,0,1,78,89.0,15.0,89.0,34.0,42.0,5.0,1.0,4.0,1.0,6,4.0,0,0,45-54,7-12,0.1066386054424511,False,Low,1877.0,0.8379464285714285,False
5223,Master,Married,45903.0,0,1,80,33.0,8.0,10.0,2.0,10.0,3.0,2.0,2.0,1.0,3,4.0,0,0,45-54,7-12,0.04101821944489911,False,Low,2153.0,0.9611607142857143,False
10812,PhD,Married,46377.0,1,0,89,37.0,0.0,46.0,4.0,3.0,0.0,1.0,2.0,1.0,3,4.0,0,0,35-44,7-12,0.048748184889538214,False,Low,2111.0,0.9424107142857143,False
20,Unknown,Married,46891.0,0,1,91,43.0,12.0,23.0,29.0,15.0,61.0,1.0,2.0,1.0,4,4.0,0,0,45-54,19-24,0.04162488072419138,False,Low,2145.0,0.9575892857142857,False
2246,Unknown,Married,46891.0,0,1,91,43.0,12.0,23.0,29.0,15.0,61.0,1.0,2.0,1.0,4,4.0,0,0,45-54,19-24,0.04162488072419138,False,Low,2146.0,0.9580357142857143,False
4179,Graduation,Married,24221.0,0,0,94,8.0,9.0,9.0,2.0,5.0,22.0,1.0,1.0,1.0,3,4.0,0,0,55-64,13-18,0.034826638097140726,False,Low,2176.0,0.9714285714285714,False
4047,PhD,Married,65324.0,0,1,0,384.0,0.0,102.0,21.0,32.0,5.0,3.0,6.0,2.0,9,4.0,0,0,55-64,0-6,0.4717267400877488,False,Low,780.0,0.3482142857142857,True
9477,PhD,Married,65324.0,0,1,0,384.0,0.0,102.0,21.0,32.0,5.0,3.0,6.0,2.0,9,4.0,0,0,55-64,0-6,0.4717267400877488,False,Low,781.0,0.34866071428571427,True
4827,PhD,Single,54998.0,0,1,3,154.0,22.0,202.0,39.0,30.0,8.0,5.0,4.0,2.0,9,4.0,1,0,55-64,13-18,0.7634610131630425,True,High,274.0,0.12232142857142857,True
4477,Graduation,Married,69096.0,0,1,4,247.0,49.0,159.0,7.0,126.0,109.0,1.0,5.0,2.0,10,4.0,0,0,55-64,13-18,0.47916832788023467,False,Low,763.0,0.340625,True
944,Graduation,Married,56181.0,0,1,6,121.0,123.0,69.0,8.0,44.0,48.0,1.0,4.0,2.0,7,4.0,0,0,45-54,13-18,0.4431380131741317,False,Low,847.0,0.378125,True
9597,Graduation,Married,73448.0,0,0,10,236.0,123.0,189.0,23.0,41.0,165.04999999999973,1.0,7.0,2.0,9,4.0,0,0,45-54,0-6,0.42077742929089645,False,Low,909.0,0.40580357142857143,False
1379,Master,Married,42670.0,0,0,12,154.0,2.0,46.0,20.0,4.0,15.0,1.0,4.0,2.0,4,4.0,0,0,18-24,19-24,0.5096444561342857,False,Low,697.0,0.3111607142857143,True
5626,PhD,Single,61798.0,0,0,13,338.0,4.0,89.0,11.0,8.0,13.0,1.0,4.0,2.0,9,4.0,0,0,45-54,13-18,0.7743768495072357,True,High,259.0,0.115625,True
618,PhD,Married,69389.0,0,1,17,422.0,7.0,238.0,69.0,46.0,15.0,1.0,7.0,2.0,12,4.0,0,0,35-44,25-36,0.8699799833147419,True,High,124.0,0.055357142857142855,True
10196,Graduation,Married,71427.0,2,0,26,212.0,123.0,177.0,15.0,64.0,23.0,2.0,8.0,2.0,8,4.0,0,0,35-44,0-6,0.27080769636487595,False,Low,1349.0,0.6022321428571429,False
4141,Graduation,Married,71613.0,0,0,26,426.0,49.0,127.0,111.0,21.0,42.0,1.0,8.0,2.0,10,4.0,0,0,45-54,13-18,0.4324413645666903,False,Low,871.0,0.3888392857142857,True
2036,PhD,Married,57906.0,0,1,29,243.0,11.0,119.0,10.0,3.0,15.0,3.0,4.0,2.0,8,4.0,0,0,35-44,13-18,0.44513042126571406,False,Low,845.0,0.37723214285714285,True
9336,PhD,Widow,62187.0,0,1,38,512.0,0.0,83.0,0.0,0.0,41.0,3.0,6.0,2.0,10,4.0,0,0,45-54,7-12,0.5001062782098135,False,Low,723.0,0.32276785714285716,True
2499,Unknown,Single,75342.0,0,1,38,204.0,123.0,97.0,21.0,126.0,26.0,1.0,5.0,2.0,10,4.0,0,0,55-64,13-18,0.3535597161334977,False,Low,1107.0,0.4941964285714286,False
3602,Master,Married,51412.0,0,1,42,140.0,3.0,29.0,4.0,5.0,14.0,2.0,3.0,2.0,4,4.0,0,0,55-64,7-12,0.10102300082534198,False,Low,1895.0,0.8459821428571429,False
6872,PhD,Married,65352.0,0,1,43,284.0,3.0,84.0,4.0,7.0,23.0,2.0,4.0,2.0,8,4.0,0,0,35-44,13-18,0.3524062886734852,False,Low,1108.0,0.49464285714285716,False
4184,PhD,Married,52157.0,0,1,48,189.0,2.0,29.0,3.0,2.0,40.0,2.0,3.0,2.0,5,4.0,0,0,65+,0-6,0.1970826971284457,False,Low,1559.0,0.6959821428571429,False
3598,Graduation,Married,62710.0,0,1,53,441.0,35.0,83.0,7.0,29.0,11.0,4.0,4.0,2.0,12,4.0,0,0,35-44,19-24,0.26820893084341063,False,Low,1358.0,0.60625,False
2315,Graduation,Divorced,58401.0,0,1,55,10.0,0.0,11.0,17.0,29.0,29.0,1.0,1.0,2.0,2,4.0,0,0,55-64,7-12,0.1101159876764544,False,Low,1855.0,0.828125,False
9964,Graduation,Single,61825.0,0,1,56,162.0,50.0,100.0,55.0,30.0,27.0,1.0,4.0,2.0,8,4.0,0,0,35-44,13-18,0.37438913396610185,False,Low,1026.0,0.45803571428571427,False
1630,Graduation,Single,61825.0,0,1,56,162.0,50.0,100.0,55.0,30.0,27.0,1.0,4.0,2.0,8,4.0,0,0,35-44,13-18,0.37438913396610185,False,Low,1027.0,0.45848214285714284,False
3712,Graduation,Divorced,52332.0,0,0,63,212.0,5.0,33.0,7.0,0.0,2.0,1.0,3.0,2.0,6,4.0,0,0,55-64,13-18,0.205028459357046,False,Low,1539.0,0.6870535714285714,False
9805,Master,Married,56129.0,0,1,65,320.0,48.0,133.0,39.0,72.0,48.0,4.0,6.0,2.0,10,4.0,0,0,55-64,13-18,0.17126906689118304,False,Low,1654.0,0.7383928571428572,False
849,Master,Married,56129.0,0,1,65,320.0,48.0,133.0,39.0,72.0,48.0,4.0,6.0,2.0,10,4.0,0,0,55-64,13-18,0.17126906689118304,False,Low,1655.0,0.7388392857142857,False
4437,Graduation,Married,65316.0,1,1,65,112.0,6.0,92.0,3.0,9.0,38.0,2.0,3.0,2.0,5,4.0,0,0,45-54,19-24,0.12315093549123914,False,Low,1801.0,0.8040178571428571,False
10704,Graduation,Single,54803.0,0,1,65,404.0,0.0,92.0,28.0,27.0,165.04999999999973,2.0,6.0,2.0,9,4.0,0,0,45-54,25-36,0.6826153132688301,True,Medium,398.0,0.17767857142857144,True
7712,PhD,Single,62159.0,0,0,68,182.0,17.0,259.0,77.0,70.0,29.0,1.0,6.0,2.0,10,4.0,0,0,65+,7-12,0.34334598574442987,False,Low,1128.0,0.5035714285714286,False
